Citizens Financial Group Inc.,www.citizensbank.com,CFG
Clorox Company,https://www.thecloroxcompany.com/,CLX
CME Group Inc. Class A,www.cmegroup.com,CME
CMS Energy Corporation,www.cmsenergy.com,CMS
Coca-Cola Company,www.coca-colacompany.com,KO
Cognizant Technology Solutions Corporation Class A,www.cognizant.com,CTSH
Colgate-Palmolive Company,www.colgatepalmolive.com,CL
Comcast Corporation Class A,www.comcastcorporation.com,CMCSA
Comerica Incorporated,www.comerica.com,CMA
Conagra Brands Inc.,www.conagrabrands.com,CAG
ConocoPhillips,www.conocophillips.com,COP
Consolidated Edison Inc.,www.coned.com,ED
Constellation Brands Inc. Class A,www.cbrands.com,STZ
Constellation Energy Corporation,https://www.constellation.com/,CEG
Cooper Companies Inc.,https://www.coopercos.com/,COO
Copart Inc.,https://www.copart.com/,CPRT
Corning Inc,www.corning.com,GLW
Corteva Inc,https://www.corteva.com/,CTVA
CoStar Group Inc.,https://www.costargroup.com/,CSGP
Costco Wholesale Corporation,www.costco.com,COST
Coterra Energy Inc.,https://www.coterraenergy.com/,CTRA
Crown Castle Inc.,www.crowncastle.com,CCI
CSX Corporation,www.csx.com,CSX
Cummins Inc.,www.cummins.com,CMI
CVS Health Corporation,www.cvshealth.com,CVS
D.R. Horton Inc.,www.drhorton.com,DHI
Danaher Corporation,www.danaher.com,DHR
Darden Restaurants Inc.,www.darden.com,DRI
DaVita Inc.,www.davita.com,DVA
Deere & Company,www.deere.com,DE
Delta Air Lines Inc.,www.delta.com,DAL
DENTSPLY SIRONA Inc.,www.dentsplysirona.com,XRAY
Devon Energy Corporation,www.devonenergy.com,DVN
DexCom Inc.,https://www.dexcom.com/,DXCM
Diamondback Energy Inc.,https://www.diamondbackenergy.com/,FANG
Digital Realty Trust Inc.,https://www.digitalrealty.com/,DLR
Discover Financial Services,www.discover.com,DFS
DISH Network Corporation Class A,https://www.dish.com/,DISH
Dollar General Corporation,https://www.dollargeneral.com/,DG
Dollar Tree Inc.,https://www.dollartree.com/,DLTR
Dominion Energy Inc,https://www.dominionenergy.com/,D
Domino's Pizza Inc.,https://www.dominos.com/,DPZ
Dover Corporation,https://www.dovercorporation.com/,DOV
Dow Inc.,https://www.dow.com/,DOW
DTE Energy Company,https://www.newlook.dteenergy.com/,DTE
Duke Energy Corporation,https://www.duke-energy.com/,DUK
DuPont de Nemours Inc.,https://www.dupont.com/,DD
DXC Technology Co.,https://www.dxc.technology/,DXC
Eastman Chemical Company,https://www.eastman.com/Pages/Home.aspx,EMN
Eaton Corp. Plc,https://www.eaton.com/,ETN
eBay Inc.,https://www.ebay.com/,EBAY
Ecolab Inc.,https://www.ecolab.com/,ECL
Edison International,https://www.edison.com/,EIX
Edwards Lifesciences Corporation,https://www.edwards.com/,EW
Electronic Arts Inc.,https://www.ea.com/,EA
Elevance Health Inc.,https://www.elevancehealth.com/,ELV
Eli Lilly and Company,https://www.lilly.com/,LLY
Emerson Electric Co.,https://www.emerson.com/,EMR
Enphase Energy Inc.,https://www.enphase.com/,ENPH
Entergy Corporation,https://www.entergy.com/,ETR
EOG Resources Inc.,https://www.eogresources.com/,EOG
EPAM Systems Inc.,https://www.epam.com/,EPAM
EQT Corporation,https://www.eqt.com/,EQT
Equifax Inc.,https://www.equifax.com/,EFX
Equinix Inc.,https://www.equinix.com/,EQIX
Equity Residential,https://www.equityapartments.com/,EQR
Essex Property Trust Inc.,https://www.essexapartmenthomes.com/,ESS
Estee Lauder Companies Inc. Class A,https://www.elcompanies.com/,EL
Etsy Inc.,https://www.etsy.com/,ETSY
Everest Re Group Ltd.,https://www.everestre.com/,RE
Evergy Inc.,https://www.evergy.com/,EVRG
Eversource Energy,https://www.eversource.com/,ES
Exelon Corporation,https://www.exeloncorp.com/,EXC
Expedia Group Inc.,https://www.expedia.com/,EXPE
Expeditors International of Washington Inc.,https://www.expeditors.com/,EXPD
Extra Space Storage Inc.,https://www.extraspace.com/,EXR
Exxon Mobil Corporation,https://www.exxonmobil.com/,XOM
F5 Inc.,https://www.f5.com/,FFIV
FactSet Research Systems Inc.,https://www.factset.com/,FDS
Fastenal Company,https://www.fastenal.com/,FAST
Federal Realty Investment Trust,https://www.federalrealty.com/,FRT
FedEx Corporation,https://www.fedex.com/,FDX
Fidelity National Information Services Inc.,https://www.fisglobal.com/,FIS
Fifth Third Bancorp,https://www.53.com/,FITB
First Republic Bank,https://www.firstrepublic.com/,FRC
First Solar Inc.,https://www.firstsolar.com/,FSLR
FirstEnergy Corp.,https://www.firstenergycorp.com/,FE
Fiserv Inc.,https://www.fiserv.com/,FISV
FLEETCOR Technologies Inc.,https://www.fleetcor.com/,FLT
FMC Corporation,https://www.fmc.com/,FMC
Ford Motor Company,https://www.ford.com/,F
Fortinet Inc.,https://www.fortinet.com/,FTNT
Fortive Corp.,https://www.fortive.com/,FTV
Fox Corporation Class A,https://www.foxcorporation.com/,FOXA
Fox Corporation Class B,https://www.foxcorporation.com/,FOX
Franklin Resources Inc.,https://www.franklintempleton.com/,BEN
Freeport-McMoRan Inc.,https://www.fcx.com/,FCX
Garmin Ltd.,https://www.garmin.com/,GRMN
Gartner Inc.,https://www.gartner.com/,IT
GE Healthcare Technologies Inc.,https://www.gehealthcare.com/,GEHC
Gen Digital Inc.,https://www.gendigital.com/,GEN
Generac Holdings Inc.,https://www.generac.com/,GNRC
General Dynamics Corporation,https://www.gd.com/,GD
General Electric Company,https://www.ge.com/,GE
General Mills Inc.,https://www.generalmills.com/,GIS
General Motors Company,https://www.gm.com/,GM
Genuine Parts Company,https://genuinepartscompany.com/,GPC
Gilead Sciences Inc.,https://www.gilead.com/,GILD
Global Payments Inc.,https://www.globalpaymentsinc.com/,GPN
Globe Life Inc.,https://www.globelifeinsurance.com/,GL
Goldman Sachs Group Inc.,https://www.goldmansachs.com/,GS
Halliburton Company,https://www.halliburton.com/,HAL
Hartford Financial Services Group Inc.,https://www.thehartford.com/,HIG
Hasbro Inc.,https://www.hasbro.com/,HAS
HCA Healthcare Inc,https://hcahealthcare.com/,HCA
Healthpeak Properties Inc.,https://www.hcpi.com/,PEAK
Henry Schein Inc.,https://www.henryschein.com/,HSIC
Hershey Company,https://www.thehersheycompany.com/,HSY
Hess Corporation,https://www.hess.com/,HES
Hewlett Packard Enterprise Co.,https://www.hpe.com/,HPE
Hilton Worldwide Holdings Inc,https://www.hilton.com/,HLT
Hologic Inc.,https://www.hologic.com/,HOLX
Home Depot Inc.,https://www.homedepot.com/,HD
Honeywell International Inc.,https://www.honeywell.com/,HON
Hormel Foods Corporation,https://www.hormelfoods.com/,HRL
Host Hotels & Resorts Inc.,https://www.hosthotels.com/,HST
Howmet Aerospace Inc.,https://www.howmet.com/,HWM
HP Inc.,https://www.hp.com/,HPQ
Humana Inc.,https://www.humana.com/,HUM
Huntington Bancshares Incorporated,https://www.huntington.com/,HBAN
Huntington Ingalls Industries Inc.,https://www.huntingtoningalls.com/,HII
IDEX Corporation,https://www.idexcorp.com/,IEX
IDEXX Laboratories Inc.,https://www.idexx.com/,IDXX
Illinois Tool Works Inc.,https://www.itw.com/,ITW
Illumina Inc.,https://www.illumina.com/,ILMN
Incyte Corporation,https://www.incyte.com/,INCY
Ingersoll Rand Inc.,https://www.irco.com/,IR
Intel Corporation,https://www.intel.com/,INTC
Intercontinental Exchange Inc.,https://www.intercontinentalexchange.com/,ICE
International Business Machines Corporation,https://www.ibm.com/,IBM
International Flavors & Fragrances Inc.,https://www.iff.com/,IFF
International Paper Company,https://www.internationalpaper.com/,IP
Interpublic Group of Companies Inc.,https://www.interpublic.com/,IPG
Intuit Inc.,https://www.intuit.com/,INTU
Intuitive Surgical Inc.,https://www.intuitive.com/,ISRG
Invesco Ltd.,https://www.invesco.com/,IVZ
Invitation Homes Inc.,https://www.invitationhomes.com/,INVH
IQVIA Holdings Inc,https://www.iqvia.com/,IQV
Iron Mountain Inc.,https://www.ironmountain.com/,IRM
J.B. Hunt Transport Services Inc.,https://www.jbhunt.com/,JBHT
J.M. Smucker Company,https://www.jmsmucker.com/,SJM
Jack Henry & Associates Inc.,https://www.jackhenry.com/,JKHY
Jacobs Solutions Inc.,https://www.jacobs.com/,J
Johnson & Johnson,https://www.jnj.com/,JNJ
Johnson Controls International plc,https://www.johnsoncontrols.com/,JCI
JPMorgan Chase & Co.,https://www.jpmorganchase.com/,JPM
Juniper Networks Inc.,https://www.juniper.net/,JNPR
Kellogg Company,https://www.kelloggcompany.com/,K
Keurig Dr Pepper Inc.,https://www.keurigdrpepper.com/,KDP
KeyCorp,https://www.key.com/,KEY
Keysight Technologies Inc,https://www.keysight.com/,KEYS
Kimberly-Clark Corporation,https://www.kimberly-clark.com/,KMB
Kimco Realty Corporation,https://www.kimcorealty.com/,KIM
Kinder Morgan Inc Class P,https://www.kindermorgan.com/,KMI
KLA Corporation,https://www.kla-tencor.com/,KLAC
Kraft Heinz Company,https://www.kraftheinzcompany.com/,KHC
Kroger Co.,https://www.kroger.com/,KR
L3Harris Technologies Inc,https://www.l3harris.com/,LHX
Laboratory Corporation of America Holdings,https://www.labcorp.com/,LH
Lam Research Corporation,https://www.lamresearch.com/,LRCX
Lamb Weston Holdings Inc.,https://www.lambweston.com/,LW
Las Vegas Sands Corp.,https://www.sands.com/,LVS
Leidos Holdings Inc.,https://www.leidos.com/,LDOS
Lennar Corporation Class A,https://www.lennar.com/,LEN
Lincoln National Corp,https://www.lfg.com/,LNC
Linde plc,https://www.linde.com/,LIN
Live Nation Entertainment Inc.,https://www.livenationentertainment.com/,LYV
LKQ Corporation,https://www.lkqcorp.com/,LKQ
Lockheed Martin Corporation,https://www.lockheedmartin.com/,LMT
Loews Corporation,https://www.loews.com/,L
Lowe's Companies Inc.,https://www.lowes.com/,LOW
Lumen Technologies Inc.,https://www.lumen.com/,LUMN
LyondellBasell Industries NV,https://www.lyondellbasell.com/,LYB
M&T Bank Corporation,https://www3.mtb.com/,MTB
Marathon Oil Corporation,https://www.marathonoil.com/,MRO
Marathon Petroleum Corporation,https://www.marathonpetroleum.com/,MPC
MarketAxess Holdings Inc.,https://www.marketaxess.com/,MKTX
Marriott International Inc. Class A,https://www.marriott.com/,MAR
Marsh & McLennan Companies Inc.,https://www.mmc.com/,MMC
Martin Marietta Materials Inc.,https://www.martinmarietta.com/,MLM
Masco Corporation,https://www.masco.com/,MAS
Mastercard Incorporated Class A,https://www.mastercard.com/,MA
Match Group Inc.,https://www.mtch.com/,MTCH
McCormick & Company Incorporated,https://www.mccormickcorporation.com/,MKC
McDonald's Corporation,https://www.mcdonalds.com/,MCD
McKesson Corporation,https://www.mckesson.com/,MCK
Medtronic Plc,https://www.medtronic.com/,MDT
Merck & Co. Inc.,https://www.merck.com/,MRK
Meta Platforms Inc. Class A,https://about.meta.com/,META
MetLife Inc.,https://www.metlife.com/,MET
Mettler-Toledo International Inc.,https://www.mt.com/,MTD
MGM Resorts International,https://www.mgmresorts.com/,MGM
Microchip Technology Incorporated,https://www.microchip.com/,MCHP
Micron Technology Inc.,https://www.micron.com/,MU
Microsoft Corporation,https://www.microsoft.com/,MSFT
Mid-America Apartment Communities Inc.,https://www.maac.com/,MAA
Moderna Inc.,https://www.modernatx.com/,MRNA
Mohawk Industries Inc.,https://www.mohawkind.com/,MHK
Molina Healthcare Inc.,https://www.molinahealthcare.com/,MOH
Molson Coors Beverage Company Class B,https://www.molsoncoors.com/,TAP
Mondelez International Inc. Class A,https://www.mondelezinternational.com/,MDLZ
Monolithic Power Systems Inc.,https://www.monolithicpower.com/,MPWR
Monster Beverage Corporation,https://www.monsterbevcorp.com/,MNST
Moody's Corporation,https://www.moodys.com/,MCO
Morgan Stanley,https://www.morganstanley.com/,MS
Mosaic Company,https://www.mosaicco.com/,MOS
Motorola Solutions Inc.,https://www.motorolasolutions.com/,MSI
MSCI Inc. Class A,https://www.msci.com/,MSCI
Nasdaq Inc.,https://www.nasdaq.com/,NDAQ
NetApp Inc.,https://www.netapp.com/,NTAP
Netflix Inc.,https://www.netflix.com/,NFLX
Newell Brands Inc,https://www.newellbrands.com/,NWL
Newmont Corporation,https://www.newmont.com/,NEM
News Corporation Class A,https://newscorp.com/,NWSA
News Corporation Class B,https://newscorp.com/,NWS
NextEra Energy Inc.,https://www.nexteraenergy.com/,NEE
NIKE Inc. Class B,https://www.nike.com/,NKE
NiSource Inc,https://www.nisource.com/,NI
Nordson Corporation,https://www.nordson.com/,NDSN
Norfolk Southern Corporation,https://www.nscorp.com/,NSC
Northern Trust Corporation,https://www.northerntrust.com/,NTRS
Northrop Grumman Corp.,https://www.northropgrumman.com/,NOC
Norwegian Cruise Line Holdings Ltd.,https://www.ncl.com/,NCLH
NRG Energy Inc.,https://www.nrg.com/,NRG
Nucor Corporation,https://www.nucor.com/,NUE
NVIDIA Corporation,https://www.nvidia.com/,NVDA
NVR Inc.,https://www.nvrinc.com/,NVR
NXP Semiconductors NV,https://www.nxp.com/,NXPI
Occidental Petroleum Corporation,https://www.oxy.com/,OXY
Old Dominion Freight Line Inc.,https://www.odfl.com/,ODFL
Omnicom Group Inc,https://www.omnicomgroup.com/,OMC
ON Semiconductor Corporation,https://www.onsemi.com/,ON
ONEOK Inc.,https://www.oneok.com/,OKE
Oracle Corporation,https://www.oracle.com/,ORCL
O'Reilly Automotive Inc.,https://www.oreillyauto.com/,ORLY
Organon & Co.,https://www.organon.com/,OGN
Otis Worldwide Corporation,https://www.otis.com/,OTIS
PACCAR Inc,https://www.paccar.com/,PCAR
Packaging Corporation of America,https://www.packagingcorp.com/,PKG
Paramount Global Class B,https://www.paramount.com/,PARA
Parker-Hannifin Corporation,https://www.parker.com/,PH
Paychex Inc.,https://www.paychex.com/,PAYX
Paycom Software Inc.,https://www.paycom.com/,PAYC
PayPal Holdings Inc.,https://www.paypal.com/,PYPL
Pentair plc,https://www.pentair.com/,PNR
PepsiCo Inc.,https://www.pepsico.com/,PEP
PerkinElmer Inc.,https://www.perkinelmer.com/,PKI
Pfizer Inc.,https://www.pfizer.com/,PFE
PG&E Corporation,https://www.pgecorp.com/,PCG
Philip Morris International Inc.,https://www.pmi.com/,PM
Phillips 66,https://www.phillips66.com/,PSX
Pinnacle West Capital Corporation,https://www.pinnaclewest.com/,PNW
Pioneer Natural Resources Company,https://www.pxd.com/,PXD
PNC Financial Services Group Inc.,https://www.pnc.com/,PNC
Pool Corporation,https://www.poolcorp.com/,POOL
PPG Industries Inc.,https://www.ppg.com/,PPG
PPL Corporation,https://www.pplweb.com/,PPL
Principal Financial Group Inc.,https://www.principal.com/,PFG
Procter & Gamble Company,https://www.pg.com/,PG
Progressive Corporation,https://www.progressive.com/,PGR
Prologis Inc.,https://www.prologis.com/,PLD
Prudential Financial Inc.,https://www.prudential.com/,PRU
PTC Inc.,https://www.ptc.com/,PTC
Public Service Enterprise Group Inc,https://www.pseg.com/,PEG
Public Storage,https://www.publicstorage.com/,PSA
PulteGroup Inc.,https://www.pultegroup.com/,PHM
Qorvo Inc.,https://www.qorvo.com/,QRVO
QUALCOMM Incorporated,https://www.qualcomm.com/,QCOM
Quanta Services Inc.,https://www.quantaservices.com/,PWR
Quest Diagnostics Incorporated,https://www.questdiagnostics.com/,DGX
Ralph Lauren Corporation Class A,https://www.ralphlauren.com/,RL
Raymond James Financial Inc.,https://www.raymondjames.com/,RJF
Raytheon Technologies Corporation,https://www.rtx.com/,RTX
Realty Income Corporation,https://www.realtyincome.com/,O
Regency Centers Corporation,https://www.regencycenters.com/,REG
Regeneron Pharmaceuticals Inc.,https://www.regeneron.com/,REGN
Regions Financial Corporation,https://www.regions.com/,RF
Republic Services Inc.,https://www.republicservices.com/,RSG
ResMed Inc.,https://www.resmed.com/,RMD
Robert Half International Inc.,https://www.roberthalf.com/,RHI
Rockwell Automation Inc.,https://www.rockwellautomation.com/,ROK
Rollins Inc.,https://www.rollins.com/,ROL
Roper Technologies Inc.,https://www.ropertech.com/,ROP
Ross Stores Inc.,https://www.rossstores.com/,ROST
Royal Caribbean Group,https://www.rclinvestor.com/,RCL
S&P Global Inc.,https://www.spglobal.com/,SPGI
Salesforce Inc.,https://www.salesforce.com/,CRM
SBA Communications Corp. Class A,https://www.sbasite.com/,SBAC
Schlumberger NV,https://www.slb.com/,SLB
Seagate Technology Holdings PLC,https://www.seagate.com/,STX
Sealed Air Corporation,https://www.sealedair.com/,SEE
Sempra Energy,https://www.sempra.com/,SRE
ServiceNow Inc.,https://www.servicenow.com/,NOW
Sherwin-Williams Company,https://www.sherwin-williams.com/,SHW
Signature Bank,https://www.signatureny.com/,SBNY
Simon Property Group Inc.,https://www.simon.com/,SPG
Skyworks Solutions Inc.,https://www.skyworksinc.com/,SWKS
Snap-on Incorporated,https://www.snapon.com/,SNA
SolarEdge Technologies Inc.,https://www.solaredge.com/,SEDG
Southern Company,https://www.southerncompany.com/,SO
Southwest Airlines Co.,https://www.southwest.com/,LUV
Stanley Black & Decker Inc.,https://www.stanleyblackanddecker.com/,SWK
Starbucks Corporation,https://www.starbucks.com/,SBUX
State Street Corporation,https://www.statestreet.com/,STT
Steel Dynamics Inc.,https://www.steeldynamics.com/,STLD
STERIS Plc,https://www.steris.com/,STE
Stryker Corporation,https://www.stryker.com/,SYK
SVB Financial Group,https://www.svb.com/,SIVB
Synchrony Financial,https://www.synchrony.com/,SYF
Synopsys Inc.,https://www.synopsys.com/,SNPS
Sysco Corporation,https://www.sysco.com/,SYY
T. Rowe Price Group,https://www.troweprice.com/,TROW
Take-Two Interactive Software Inc.,https://www.take2games.com/,TTWO
Tapestry Inc.,https://www.tapestry.com/,TPR
Targa Resources Corp.,https://www.targaresources.com/,TRGP
Target Corporation,https://www.target.com/,TGT
TE Connectivity Ltd.,https://www.te.com/,TEL
Teledyne Technologies Incorporated,https://www.teledyne.com/,TDY
Teleflex Incorporated,https://www.teleflex.com/,TFX
Teradyne Inc.,https://www.teradyne.com/,TER
Tesla Inc,https://www.tesla.com/,TSLA
Texas Instruments Incorporated,https://www.ti.com/,TXN
Textron Inc.,https://www.textron.com/,TXT
Thermo Fisher Scientific Inc.,https://www.thermofisher.com/,TMO
TJX Companies Inc,https://www.tjx.com/,TJX
T-Mobile US Inc.,https://www.t-mobile.com/,TMUS
Tractor Supply Company,https://www.tractorsupply.com/,TSCO
Trane Technologies plc,https://www.tranetechnologies.com/,TT
TransDigm Group Incorporated,https://www.transdigm.com/,TDG
Travelers Companies Inc.,https://www.travelers.com/,TRV
Trimble Inc.,https://www.trimble.com/,TRMB
Truist Financial Corporation,https://www.truist.com/,TFC
Tyler Technologies Inc.,https://www.tylertech.com/,TYL
Tyson Foods Inc. Class A,https://www.tysonfoods.com/,TSN
U.S. Bancorp,https://www.usbank.com/,USB
UDR Inc.,https://www.udr.com/,UDR
Ulta Beauty Inc.,https://www.ulta.com/,ULTA
Union Pacific Corporation,https://www.up.com/,UNP
United Airlines Holdings Inc.,https://www.united.com/,UAL
United Parcel Service Inc. Class B,https://www.ups.com/,UPS
United Rentals Inc.,https://www.unitedrentals.com/,URI
UnitedHealth Group Incorporated,https://www.uhsinc.com/,UNH
Universal Health Services Inc. Class B,https://www.unitedhealthgroup.com/,UHS
V.F. Corporation,https://www.vfc.com/,VFC
Valero Energy Corporation,https://www.valero.com/,VLO
Ventas Inc.,https://www.ventasreit.com/,VTR
VeriSign Inc.,https://www.verisign.com/,VRSN
Verisk Analytics Inc,https://www.verisk.com/,VRSK
Verizon Communications Inc.,https://www.verizon.com/,VZ
Vertex Pharmaceuticals Incorporated,https://www.vrtx.com/,VRTX
Viatris Inc.,https://www.viatris.com/,VTRS
VICI Properties Inc,https://www.viciproperties.com/,VICI
Visa Inc. Class A,https://www.visa.com/,V
Vulcan Materials Company,https://www.vulcanmaterials.com/,VMC
W. R. Berkley Corporation,https://www.berkley.com/,WRB
W.W. Grainger Inc.,https://www.grainger.com/,GWW
Walgreens Boots Alliance Inc.,https://www.walgreensbootsalliance.com/,WBA
Walmart Inc.,https://www.walmart.com/,WMT
Walt Disney Company,https://www.thewaltdisneycompany.com/,DIS
Warner Bros. Discovery Inc. Series A,https://www.timewarner.com/,WBD
Waste Management Inc.,https://www.wm.com/,WM
Waters Corporation,https://www.waters.com/,WAT
WEC Energy Group Inc,https://www.wecenergygroup.com/,WEC
Wells Fargo & Company,https://www.wellsfargo.com/,WFC
Welltower Inc,https://welltower.com/,WELL
West Pharmaceutical Services Inc.,https://www.westpharma.com/,WST
Western Digital Corporation,https://www.westerndigital.com/,WDC
Westinghouse Air Brake Technologies Corporation,https://www.wabteccorp.com/,WAB
WestRock Company,https://www.westrock.com/,WRK
Weyerhaeuser Company,https://www.weyerhaeuser.com/,WY
Whirlpool Corporation,https://www.whirlpoolcorp.com/,WHR
Williams Companies Inc.,https://www.williams.com/,WMB
Willis Towers Watson Public Limited Company,https://www.willistowerswatson.com/,WTW
Wynn Resorts Limited,https://www.wynnresorts.com/,WYNN
Xcel Energy Inc.,https://www.xcelenergy.com/,XEL
Xylem Inc.,https://www.xylem.com/,XYL
Yum! Brands Inc.,https://www.yum.com/,YUM
Zebra Technologies Corporation Class A,https://www.zebra.com/,ZBRA
Zimmer Biomet Holdings Inc.,https://www.zimmerbiomet.com/,ZBH
Zions Bancorporation N.A.,https://www.zionsbancorporation.com/,ZION
Zoetis Inc. Class A,https://www.zoetis.com/,ZTS
